,Year built,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Half bathrooms,Lot,Type_Condo,Type_Mobile / Manufactured,Type_Multi Family,Type_Multiple Occupancy,Type_Single Family,Type_Townhouse,"Cooling_Central, Evaporative","Cooling_Central, Wall",Cooling_Evaporative,Cooling_None,Cooling_Other,Cooling_Wall,City
584,2015.0,465000.0,577.0,465000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
585,1996.0,510000.0,248.0,510000.0,4.0,2.0,2.0,0,12632.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
586,1973.0,1550000.0,524.0,1550000.0,4.0,2.0,2.0,0,21344.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
587,1957.0,1475000.0,551.0,1475000.0,4.0,2.0,2.0,0,14374.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
588,1980.0,220000.0,318.0,220000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
589,1985.0,725000.0,309.0,725000.0,3.0,3.0,2.0,1,8886.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
590,1954.0,450000.0,238.0,450000.0,3.0,3.0,2.0,1,8450.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
591,2004.0,429500.0,161.0,429500.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
592,2018.0,435000.0,318.0,435000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
593,,537990.0,152.0,537990.0,5.0,5.0,4.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
594,2018.0,610000.0,315.0,610000.0,4.0,3.0,3.0,0,1219.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
595,2008.0,349900.0,222.0,349900.0,2.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
596,2019.0,290999.0,390.0,290999.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
597,2020.0,275990.0,136.0,275990.0,4.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
598,2020.0,300990.0,113.0,300990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
599,2020.0,439000.0,410.0,439000.0,2.0,2.0,2.0,0,7535.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
600,2020.0,549000.0,337.0,549000.0,3.0,3.0,2.0,1,7535.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
601,,557990.0,200.0,557990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
602,2020.0,479990.0,214.0,479990.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
603,,323990.0,144.0,323990.0,4.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
604,2020.0,389567.0,225.0,389567.0,3.0,3.0,2.0,1,,0,0,0,0,0,1,0,0,0,0,0,0,Austin
605,1979.0,350000.0,292.0,350000.0,2.0,2.0,2.0,0,7021.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
606,2013.0,600000.0,377.0,600000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
607,1970.0,560000.0,458.0,560000.0,3.0,2.0,2.0,0,101930.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
608,2008.0,370000.0,429.0,370000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
609,2015.0,495000.0,343.0,495000.0,3.0,3.0,2.0,1,1219.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
610,2016.0,385000.0,419.0,385000.0,1.0,2.0,1.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
611,1985.0,339000.0,249.0,339000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
612,2003.0,1399900.0,325.0,1399900.0,3.0,3.0,3.0,0,9626.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
613,1999.0,1720000.0,366.0,1720000.0,4.0,4.0,3.0,1,30927.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
614,2000.0,420000.0,144.0,420000.0,5.0,3.0,3.0,0,6664.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
615,2020.0,929900.0,408.0,929900.0,4.0,3.0,2.0,1,5357.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
616,2002.0,360000.0,196.0,360000.0,3.0,2.0,2.0,0,8276.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
617,1979.0,417950.0,204.0,417950.0,3.0,3.0,2.0,1,7230.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
618,1974.0,425000.0,227.0,425000.0,3.0,2.0,2.0,0,8973.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
619,2020.0,700000.0,463.0,700000.0,3.0,4.0,2.0,2,7492.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
620,2020.0,700000.0,463.0,700000.0,3.0,4.0,2.0,2,7492.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
621,2018.0,1995000.0,757.0,1995000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
622,1976.0,349900.0,264.0,349900.0,3.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
623,,296990.0,196.0,296990.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
624,,522990.0,165.0,522990.0,4.0,4.0,3.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
625,1968.0,374500.0,520.0,374500.0,2.0,1.0,1.0,0,6272.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
626,1968.0,220000.0,271.0,220000.0,1.0,2.0,1.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
627,2020.0,374995.0,236.0,374995.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
628,2020.0,389000.0,389.0,389000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
629,1986.0,780000.0,300.0,780000.0,4.0,3.0,3.0,0,30056.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
630,1960.0,475000.0,377.0,475000.0,3.0,2.0,2.0,0,8537.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
631,1928.0,850000.0,379.0,850000.0,3.0,2.0,2.0,0,6577.0,0,0,0,0,1,0,0,0,0,0,0,1,Austin
632,1973.0,470000.0,331.0,470000.0,3.0,2.0,2.0,0,6751.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
633,1985.0,249000.0,356.0,249000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
634,2008.0,950000.0,742.0,950000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
635,2020.0,1400000.0,463.0,1400000.0,0.0,0.0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,Austin
636,1995.0,329900.0,241.0,329900.0,3.0,2.0,2.0,0,7797.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
637,1980.0,375000.0,264.0,375000.0,3.0,2.0,2.0,0,7753.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
638,2020.0,303995.0,122.0,303995.0,4.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
639,1962.0,399000.0,405.0,399000.0,3.0,1.0,1.0,0,7405.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
640,2018.0,1550000.0,881.0,1550000.0,2.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
641,2020.0,725000.0,278.0,725000.0,3.0,5.0,4.0,1,,0,0,0,0,0,1,0,0,0,1,0,0,Austin
642,2019.0,569000.0,216.0,569000.0,3.0,3.0,2.0,1,10890.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
643,,384990.0,259.0,384990.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
644,,288990.0,172.0,288990.0,4.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
645,1992.0,900000.0,245.0,900000.0,4.0,4.0,3.0,1,21780.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
646,,604990.0,217.0,604990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
647,2020.0,375178.0,164.0,375178.0,4.0,3.0,3.0,0,7187.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
648,2016.0,749000.0,463.0,749000.0,3.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
649,1981.0,585000.0,260.0,585000.0,4.0,3.0,3.0,0,8842.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
650,2020.0,1350000.0,540.0,1350000.0,4.0,4.0,3.0,1,3188.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
651,2006.0,669000.0,437.0,669000.0,3.0,2.0,2.0,0,3659.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
652,2013.0,739900.0,347.0,739900.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,1,0,0,Austin
653,1947.0,1799900.0,665.0,1799900.0,3.0,3.0,2.0,1,6882.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
654,2020.0,649000.0,341.0,649000.0,4.0,3.0,3.0,0,6969.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
655,1969.0,263000.0,346.0,263000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
656,2010.0,1099000.0,550.0,1099000.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
657,2013.0,519900.0,510.0,519900.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
658,2020.0,629990.0,215.0,629990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
659,2020.0,367995.0,243.0,367995.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
660,1981.0,315000.0,322.0,315000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
661,2016.0,1695000.0,694.0,1695000.0,4.0,3.0,2.0,1,5793.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
662,2017.0,520000.0,381.0,520000.0,3.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
663,1983.0,864000.0,593.0,864000.0,3.0,2.0,2.0,0,6712.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
664,1965.0,785000.0,266.0,785000.0,6.0,3.0,3.0,0,221284.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
665,2020.0,504000.0,262.0,504000.0,2.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,0,0,0,Austin
666,2008.0,1299000.0,887.0,1299000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,1,0,0,0,0,0,Austin
667,1962.0,465000.0,283.0,465000.0,2.0,2.0,2.0,0,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
668,,277995.0,164.0,277995.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
669,,241990.0,164.0,241990.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
670,2009.0,385000.0,136.0,385000.0,4.0,3.0,2.0,1,5662.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
671,2009.0,215000.0,152.0,215000.0,3.0,2.0,2.0,0,4356.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
672,2020.0,812900.0,290.0,812900.0,4.0,4.0,3.0,1,30927.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
673,1983.0,390000.0,232.0,390000.0,0.0,,,0,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
674,2020.0,569990.0,183.0,569990.0,4.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
675,2020.0,427400.0,171.0,427400.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
676,,613990.0,206.0,613990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
677,2016.0,348000.0,193.0,348000.0,3.0,3.0,2.0,1,5575.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
678,2018.0,470000.0,603.0,470000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
679,1985.0,210000.0,223.0,210000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
680,1989.0,375000.0,190.0,375000.0,4.0,3.0,2.0,1,5662.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
681,1985.0,249900.0,234.0,249900.0,3.0,1.0,1.0,0,5706.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
682,1977.0,425000.0,381.0,425000.0,3.0,2.0,2.0,0,7710.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
683,2020.0,622900.0,245.0,622900.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,0,0,0,Austin
684,2002.0,589900.0,196.0,589900.0,4.0,4.0,3.0,1,8886.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
685,2020.0,839990.0,467.0,839990.0,3.0,3.0,3.0,0,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
686,2004.0,425000.0,336.0,425000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
687,1984.0,285000.0,283.0,285000.0,2.0,2.0,2.0,0,5227.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
688,2020.0,724990.0,501.0,724990.0,3.0,3.0,3.0,0,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
689,1972.0,415000.0,232.0,415000.0,4.0,2.0,2.0,0,14810.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
690,1984.0,555000.0,331.0,555000.0,3.0,2.0,2.0,0,8145.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
691,1950.0,910000.0,531.0,910000.0,3.0,2.0,2.0,0,7056.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
692,2001.0,1500000.0,284.0,1500000.0,4.0,4.0,4.0,0,60112.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
693,1906.0,1199988.0,545.0,1199988.0,0.0,0.0,,0,,0,0,0,1,0,0,0,0,0,0,0,1,Austin
694,1974.0,595000.0,351.0,595000.0,2.0,2.0,2.0,0,6098.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
695,2018.0,2400000.0,954.0,2400000.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
696,2006.0,459000.0,497.0,459000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
697,1985.0,795000.0,484.0,795000.0,3.0,2.0,2.0,0,6098.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
698,2020.0,624990.0,469.0,624990.0,2.0,3.0,2.0,1,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
699,2020.0,446990.0,527.0,446990.0,2.0,3.0,2.0,1,2400.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
700,2020.0,678990.0,467.0,678990.0,3.0,3.0,3.0,0,6072.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
701,1968.0,229999.0,380.0,229999.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
702,2020.0,448990.0,502.0,448990.0,2.0,2.0,2.0,0,2387.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
703,2020.0,446990.0,527.0,446990.0,2.0,3.0,2.0,1,2400.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
704,2020.0,678990.0,467.0,678990.0,3.0,3.0,3.0,0,6072.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
705,2020.0,483990.0,552.0,483990.0,2.0,2.0,2.0,0,6072.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
706,1995.0,189000.0,164.0,189000.0,3.0,2.0,2.0,0,,0,1,0,0,0,0,0,0,0,0,0,0,Austin
707,2020.0,670900.0,206.0,670900.0,4.0,3.0,3.0,0,14374.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
708,2020.0,634990.0,439.0,634990.0,3.0,3.0,3.0,0,3598.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
709,1968.0,229999.0,384.0,229999.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
710,2019.0,715000.0,854.0,715000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,1,0,0,0,0,0,Austin
711,1983.0,275000.0,323.0,275000.0,2.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
712,2019.0,3120000.0,1151.0,3120000.0,3.0,4.0,3.0,1,,1,0,0,0,0,0,1,0,0,0,0,0,Austin
713,2019.0,830700.0,736.0,830700.0,1.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,1,0,0,0,Austin
714,1982.0,609900.0,397.0,609900.0,1.0,2.0,1.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
715,1982.0,199900.0,394.0,199900.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
716,2018.0,1299000.0,872.0,1299000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
717,1982.0,294500.0,236.0,294500.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
718,1983.0,331990.0,320.0,331990.0,2.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
719,2019.0,1862000.0,855.0,1862000.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,1,0,0,0,Austin
720,1982.0,485000.0,269.0,485000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
721,2019.0,6251000.0,1400.0,6251000.0,4.0,5.0,4.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
722,2019.0,1190000.0,701.0,1190000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,1,0,0,0,Austin
723,2019.0,3875000.0,1103.0,3875000.0,3.0,4.0,3.0,1,,1,0,0,0,0,0,1,0,0,0,0,0,Austin
724,2019.0,1843570.0,846.0,1843570.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,1,0,0,0,0,0,Austin
725,1991.0,1500000.0,456.0,1500000.0,5.0,4.0,3.0,1,217800.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
726,2011.0,1999999.0,900.0,1999999.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,1,0,0,0,Austin
727,2001.0,1599999.0,643.0,1599999.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
728,2019.0,1319242.0,777.0,1319242.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
729,1992.0,974062.0,300.0,974062.0,3.0,4.0,2.0,2,4486.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
730,2000.0,1450000.0,329.0,1450000.0,4.0,5.0,4.0,1,31363.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
731,1965.0,850000.0,386.0,850000.0,3.0,3.0,3.0,0,4051.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
732,1975.0,499000.0,243.0,499000.0,3.0,2.0,2.0,0,9757.0,0,0,0,0,1,0,0,0,0,0,1,0,Austin
733,1948.0,2100000.0,894.0,2100000.0,0.0,3.0,3.0,0,7840.0,0,0,0,0,1,0,0,0,0,1,0,0,Austin
734,,308995.0,119.0,308995.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
735,,231990.0,147.0,231990.0,4.0,3.0,2.0,1,,0,0,0,0,0,1,0,0,0,1,0,0,Austin
736,,616990.0,165.0,616990.0,4.0,4.0,3.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
737,,566990.0,190.0,566990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
738,1992.0,1475000.0,369.0,1475000.0,4.0,4.0,3.0,1,9835.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
739,2015.0,525000.0,237.0,525000.0,3.0,3.0,2.0,1,13503.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
740,2020.0,399790.0,197.0,399790.0,4.0,3.0,3.0,0,4573.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
741,2020.0,841000.0,856.0,841000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
742,1948.0,329500.0,297.0,329500.0,2.0,1.0,1.0,0,5837.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
743,1997.0,1700000.0,451.0,1700000.0,4.0,4.0,3.0,1,21780.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
744,2018.0,649900.0,768.0,649900.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
745,1982.0,325000.0,176.0,325000.0,3.0,2.0,2.0,0,7840.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
746,1993.0,379900.0,105.0,379900.0,5.0,3.0,2.0,1,8712.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
747,1976.0,330000.0,276.0,330000.0,3.0,2.0,2.0,0,7143.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
748,1969.0,299000.0,250.0,299000.0,4.0,2.0,2.0,0,8494.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
749,2015.0,299000.0,229.0,299000.0,3.0,2.0,2.0,0,6534.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
750,2018.0,485000.0,441.0,485000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
751,1954.0,319500.0,250.0,319500.0,3.0,1.0,1.0,0,11325.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
752,1963.0,550000.0,275.0,550000.0,3.0,2.0,2.0,0,9975.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
753,1997.0,425000.0,420.0,425000.0,3.0,1.0,1.0,0,14374.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
754,1983.0,495000.0,369.0,495000.0,3.0,2.0,2.0,0,7448.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
755,1998.0,375000.0,162.0,375000.0,4.0,2.0,2.0,0,7379.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
756,1982.0,1250000.0,301.0,1250000.0,8.0,5.0,5.0,0,6490.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
757,1962.0,625000.0,326.0,625000.0,4.0,3.0,3.0,0,8829.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
758,1994.0,710000.0,222.0,710000.0,4.0,3.0,2.0,1,9844.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
759,2013.0,379900.0,561.0,379900.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,1,0,0,Austin
760,1951.0,1995000.0,597.0,1995000.0,3.0,4.0,3.0,1,26136.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
761,1999.0,599900.0,256.0,599900.0,4.0,3.0,2.0,1,64033.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
762,1974.0,320000.0,276.0,320000.0,3.0,2.0,2.0,0,7187.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
763,1968.0,485000.0,248.0,485000.0,3.0,2.0,2.0,0,16552.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
764,2011.0,215000.0,195.0,215000.0,3.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
765,2006.0,1125000.0,245.0,1125000.0,6.0,4.0,4.0,0,26571.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
766,2013.0,399000.0,221.0,399000.0,3.0,3.0,2.0,1,5706.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
767,2014.0,610000.0,203.0,610000.0,4.0,4.0,3.0,1,7797.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
768,2005.0,385000.0,198.0,385000.0,3.0,3.0,2.0,1,6403.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
769,1966.0,525000.0,589.0,525000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
770,2014.0,550000.0,272.0,550000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
771,1986.0,350000.0,244.0,350000.0,3.0,2.0,2.0,0,9888.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
772,1972.0,390000.0,288.0,390000.0,4.0,2.0,2.0,0,14810.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
773,2020.0,394090.0,183.0,394090.0,4.0,4.0,3.0,1,5135.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
774,2020.0,407755.0,163.0,407755.0,4.0,3.0,3.0,0,4356.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
775,1977.0,270000.0,289.0,270000.0,2.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
776,1963.0,660000.0,290.0,660000.0,3.0,2.0,2.0,0,130244.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
777,1984.0,399999.0,373.0,399999.0,2.0,1.0,1.0,0,13068.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
