,Year built,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Lot,Half bathrooms,Type_Condo,Type_Multi Family,Type_Multiple Occupancy,Type_Single Family,Type_Townhouse,Cooling_None,Cooling_Other,Cooling_Refrigeration,"Cooling_Refrigerator, Central",Cooling_Wall,City
585,,899000.0,,899000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
586,1998.0,525000.0,239.0,525000.0,4.0,2.0,2.0,86.0,0,0,0,0,0,1,0,0,0,0,0,Chicago
587,2006.0,185000.0,179.0,185000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
588,1908.0,40000.0,,40000.0,4.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
589,1914.0,415000.0,231.0,415000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
590,1961.0,139900.0,147.0,139900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
591,1900.0,89900.0,,89900.0,4.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
592,1885.0,359000.0,80.0,359000.0,6.0,5.0,5.0,2700.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
593,1913.0,270000.0,245.0,270000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
594,1927.0,385000.0,297.0,385000.0,4.0,3.0,3.0,3702.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
595,1951.0,65900.0,61.0,65900.0,2.0,1.0,1.0,4305.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
596,1970.0,108000.0,108.0,108000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
597,1927.0,410000.0,,410000.0,5.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
598,1918.0,324500.0,240.0,324500.0,4.0,1.0,1.0,4125.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
599,2005.0,548000.0,171.0,548000.0,4.0,4.0,3.0,4743.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
600,2018.0,650000.0,,650000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
601,1957.0,279999.0,131.0,279999.0,4.0,2.0,2.0,4125.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
602,1968.0,69900.0,76.0,69900.0,3.0,1.0,1.0,3123.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
603,1947.0,224900.0,150.0,224900.0,4.0,2.0,2.0,3781.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
604,2012.0,1200000.0,207.0,1200000.0,6.0,5.0,4.0,7200.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
605,1913.0,149000.0,60.0,149000.0,7.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
606,1925.0,274900.0,155.0,274900.0,3.0,2.0,2.0,6650.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
607,,295955.0,296.0,295955.0,1.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,Chicago
608,1951.0,239900.0,131.0,239900.0,3.0,3.0,2.0,3746.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
609,1971.0,165000.0,194.0,165000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
610,1921.0,359900.0,173.0,359900.0,4.0,2.0,2.0,6599.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
611,1945.0,509000.0,318.0,509000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
612,2020.0,499900.0,151.0,499900.0,4.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
613,2020.0,399900.0,216.0,399900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
614,2020.0,525000.0,,525000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
615,1950.0,225000.0,,225000.0,2.0,2.0,2.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
616,1893.0,209000.0,261.0,209000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
617,2020.0,419900.0,227.0,419900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
618,1944.0,299900.0,300.0,299900.0,2.0,2.0,2.0,4530.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
619,1966.0,134900.0,163.0,134900.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
620,1963.0,399900.0,242.0,399900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
621,1956.0,264900.0,212.0,264900.0,4.0,2.0,2.0,4373.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
622,1900.0,99000.0,141.0,99000.0,3.0,1.0,1.0,4011.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
623,1990.0,424000.0,361.0,424000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
624,1921.0,264000.0,,264000.0,4.0,2.0,2.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
625,1997.0,349900.0,188.0,349900.0,3.0,3.0,3.0,435.0,0,0,0,0,0,1,0,0,0,0,0,Chicago
626,1970.0,175000.0,167.0,175000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
627,2012.0,499000.0,312.0,499000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
628,,839900.0,227.0,839900.0,4.0,4.0,3.0,,1,0,0,0,1,0,0,0,0,0,0,Chicago
629,1970.0,304700.0,348.0,304700.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
630,2020.0,429900.0,232.0,429900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
631,1923.0,285000.0,255.0,285000.0,4.0,3.0,2.0,4830.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
632,1969.0,459000.0,357.0,459000.0,1.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
633,,249500.0,227.0,249500.0,10.0,4.0,4.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
634,1962.0,49900.0,67.0,49900.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
635,1996.0,810000.0,463.0,810000.0,3.0,3.0,,,0,1,0,0,0,0,0,0,0,0,0,Chicago
636,1925.0,259900.0,,259900.0,8.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
637,,339000.0,,339000.0,0.0,,,,0,0,0,0,0,0,1,0,0,0,0,Chicago
638,1991.0,335000.0,419.0,335000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
639,,1950000.0,464.0,1950000.0,6.0,6.0,4.0,3101.0,2,0,0,0,1,0,0,0,0,0,0,Chicago
640,2001.0,559900.0,393.0,559900.0,4.0,3.0,2.0,3859.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
641,2003.0,400000.0,308.0,400000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
642,1930.0,189000.0,158.0,189000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
643,1923.0,380000.0,,380000.0,6.0,4.0,2.0,,2,0,1,0,0,0,0,0,0,0,0,Chicago
644,2006.0,699000.0,227.0,699000.0,4.0,4.0,3.0,3092.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
645,2009.0,540000.0,450.0,540000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
646,1916.0,369000.0,335.0,369000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
647,2008.0,549000.0,459.0,549000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
648,1956.0,289900.0,275.0,289900.0,5.0,2.0,2.0,3781.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
649,,750000.0,,750000.0,3.0,4.0,2.0,,2,0,0,0,0,1,0,0,0,0,0,Chicago
650,1995.0,349000.0,255.0,349000.0,1.0,2.0,2.0,,0,0,0,0,0,1,0,0,0,0,0,Chicago
651,2002.0,450000.0,333.0,450000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
652,2001.0,659900.0,388.0,659900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
653,1993.0,399000.0,171.0,399000.0,4.0,2.0,2.0,6155.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
654,1890.0,199000.0,95.0,199000.0,5.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
655,1991.0,295000.0,,295000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
656,2007.0,799000.0,591.0,799000.0,1.0,2.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
657,1994.0,525000.0,328.0,525000.0,3.0,2.0,2.0,1350.0,0,0,0,0,0,1,0,0,0,0,0,Chicago
658,1890.0,184900.0,308.0,184900.0,2.0,1.0,1.0,3001.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
659,2018.0,2295000.0,,2295000.0,5.0,5.0,4.0,,1,0,0,0,1,0,0,0,0,0,0,Chicago
660,1907.0,225000.0,308.0,225000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
661,1924.0,149900.0,125.0,149900.0,3.0,1.0,1.0,4225.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
662,1962.0,199000.0,379.0,199000.0,0.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
663,1923.0,357000.0,238.0,357000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
664,1923.0,357000.0,238.0,357000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
665,1927.0,244500.0,56.0,244500.0,4.0,2.0,2.0,4373.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
666,1919.0,1190000.0,,1190000.0,7.0,8.0,7.0,,1,0,1,0,0,0,0,0,0,0,0,Chicago
667,1971.0,184900.0,154.0,184900.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
668,1930.0,335000.0,394.0,335000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
669,1922.0,225000.0,191.0,225000.0,4.0,2.0,2.0,3759.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
670,2011.0,1388000.0,330.0,1388000.0,5.0,4.0,3.0,3136.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
671,1974.0,239000.0,299.0,239000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
672,2016.0,719900.0,,719900.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
673,2010.0,1400000.0,467.0,1400000.0,4.0,5.0,4.0,3075.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
674,,549000.0,,549000.0,2.0,3.0,2.0,,1,0,1,0,0,0,0,0,0,0,0,Chicago
675,2014.0,1375000.0,351.0,1375000.0,5.0,5.0,4.0,3720.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
676,2004.0,389900.0,312.0,389900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
677,1957.0,135000.0,239.0,135000.0,0.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
678,2001.0,295000.0,397.0,295000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
679,2005.0,625000.0,312.0,625000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
680,2018.0,785000.0,561.0,785000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
681,1970.0,175000.0,184.0,175000.0,2.0,2.0,1.0,,1,1,0,0,0,0,0,1,0,0,0,Chicago
682,2018.0,209900.0,233.0,209900.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
683,1900.0,899900.0,,899900.0,3.0,4.0,3.0,,1,0,0,0,1,0,0,0,0,0,0,Chicago
684,1969.0,230000.0,250.0,230000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
685,1925.0,149000.0,125.0,149000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
686,1923.0,215000.0,195.0,215000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
687,2002.0,400000.0,333.0,400000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
688,1974.0,279900.0,280.0,279900.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,1,0,0,0,Chicago
689,2016.0,241700.0,242.0,241700.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
690,2009.0,379900.0,380.0,379900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
691,1979.0,275000.0,229.0,275000.0,2.0,2.0,1.0,,1,1,0,0,0,0,1,0,0,0,0,Chicago
692,,339000.0,295.0,339000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
693,1913.0,389000.0,259.0,389000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
694,1920.0,170000.0,170.0,170000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
695,,146000.0,146.0,146000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
696,2004.0,549000.0,305.0,549000.0,2.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
697,1884.0,950000.0,368.0,950000.0,3.0,3.0,3.0,1350.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
698,2004.0,349000.0,388.0,349000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
699,1880.0,89900.0,,89900.0,5.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
700,1943.0,135000.0,115.0,135000.0,3.0,2.0,1.0,4356.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
701,1927.0,165000.0,183.0,165000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
702,1913.0,30000.0,15.0,30000.0,5.0,2.0,2.0,4573.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
703,1941.0,155000.0,135.0,155000.0,3.0,2.0,1.0,4234.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
704,1967.0,119900.0,126.0,119900.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
705,2005.0,247900.0,305.0,247900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
706,2008.0,315000.0,380.0,315000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
707,1928.0,799000.0,203.0,799000.0,4.0,5.0,3.0,10049.0,2,0,0,0,1,0,0,0,0,0,0,Chicago
708,1948.0,1085000.0,205.0,1085000.0,4.0,5.0,4.0,9147.0,1,0,0,0,1,0,0,0,0,1,0,Chicago
709,1921.0,194900.0,77.0,194900.0,4.0,2.0,2.0,4656.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
710,2016.0,520000.0,333.0,520000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
711,,489000.0,188.0,489000.0,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
712,,495000.0,403.0,495000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
713,1923.0,130000.0,94.0,130000.0,4.0,2.0,2.0,4521.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
714,1950.0,299900.0,273.0,299900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
715,1964.0,470000.0,470.0,470000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
716,1988.0,585000.0,,585000.0,3.0,3.0,3.0,102.0,0,0,0,0,0,1,0,0,0,0,0,Chicago
717,2006.0,1390000.0,174.0,1390000.0,4.0,6.0,3.0,2803.0,3,0,0,0,0,1,0,0,0,0,0,Chicago
718,1958.0,129000.0,158.0,129000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
719,1965.0,255000.0,196.0,255000.0,4.0,2.0,1.0,2131.0,1,0,0,0,0,1,0,0,0,0,0,Chicago
720,2015.0,349500.0,,349500.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
721,1925.0,449500.0,257.0,449500.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
722,2008.0,469500.0,361.0,469500.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
723,1950.0,175000.0,175.0,175000.0,3.0,2.0,1.0,3100.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
724,1925.0,215000.0,134.0,215000.0,3.0,2.0,1.0,3754.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
725,2007.0,229900.0,144.0,229900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
726,1942.0,185000.0,193.0,185000.0,3.0,2.0,2.0,5039.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
727,1951.0,225000.0,161.0,225000.0,5.0,3.0,3.0,3789.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
728,1890.0,150000.0,100.0,150000.0,3.0,3.0,2.0,3746.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
729,2020.0,480000.0,724.0,480000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
730,2005.0,365000.0,293.0,365000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
731,1903.0,234900.0,131.0,234900.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
732,2007.0,229900.0,144.0,229900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
733,1951.0,249000.0,254.0,249000.0,2.0,1.0,1.0,4007.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
734,2004.0,476900.0,298.0,476900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
735,2020.0,825900.0,382.0,825900.0,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
736,2004.0,450000.0,281.0,450000.0,2.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
737,1974.0,22500.0,44.0,22500.0,0.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
738,1919.0,339000.0,261.0,339000.0,5.0,2.0,2.0,3968.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
739,1918.0,205000.0,,205000.0,6.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
740,1949.0,349000.0,198.0,349000.0,4.0,2.0,2.0,3868.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
741,1919.0,375000.0,308.0,375000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
742,1880.0,674900.0,456.0,674900.0,4.0,4.0,3.0,,1,0,0,1,0,0,0,0,0,0,0,Chicago
743,2002.0,1275000.0,297.0,1275000.0,5.0,4.0,3.0,,1,0,0,0,1,0,0,0,0,0,0,Chicago
744,1945.0,380000.0,211.0,380000.0,4.0,2.0,2.0,4125.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
745,1964.0,199999.0,245.0,199999.0,2.0,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,0,Chicago
746,1925.0,259000.0,199.0,259000.0,3.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
747,1951.0,83081.0,,83081.0,5.0,2.0,,3920.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
748,1956.0,155758.0,,155758.0,4.0,0.0,,3920.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
749,2003.0,350000.0,350.0,350000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
750,1959.0,84900.0,82.0,84900.0,3.0,1.0,1.0,3123.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
751,1920.0,399500.0,216.0,399500.0,3.0,2.0,1.0,3750.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
752,1912.0,125000.0,35.0,125000.0,4.0,1.0,1.0,3571.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
753,2008.0,500000.0,542.0,500000.0,1.0,2.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
754,2020.0,1699000.0,,1699000.0,9.0,6.0,6.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
755,1996.0,1850000.0,495.0,1850000.0,4.0,5.0,4.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
756,2000.0,375000.0,300.0,375000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
757,1960.0,115000.0,164.0,115000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
758,1971.0,155000.0,291.0,155000.0,0.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
759,,498000.0,263.0,498000.0,3.0,2.0,2.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
760,1968.0,199000.0,,199000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
761,2016.0,649000.0,966.0,649000.0,5.0,3.0,3.0,,0,0,0,1,0,0,0,0,0,0,0,Chicago
762,2007.0,379900.0,267.0,379900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
763,1959.0,349900.0,292.0,349900.0,3.0,2.0,2.0,4250.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
764,1955.0,289900.0,205.0,289900.0,3.0,2.0,2.0,4753.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
765,1921.0,244500.0,,244500.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
766,1964.0,549900.0,,549900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
767,1969.0,225000.0,250.0,225000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
768,1925.0,139900.0,200.0,139900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
769,1928.0,559000.0,206.0,559000.0,4.0,3.0,3.0,3750.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
770,1905.0,331111.0,221.0,331111.0,3.0,2.0,1.0,9748.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
771,1941.0,199900.0,160.0,199900.0,3.0,3.0,2.0,4874.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
772,1927.0,529000.0,153.0,529000.0,5.0,3.0,3.0,4092.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
773,1953.0,140000.0,140.0,140000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
774,1952.0,460000.0,170.0,460000.0,3.0,4.0,3.0,3750.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
775,2012.0,615000.0,,615000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
776,2014.0,1650000.0,375.0,1650000.0,6.0,5.0,3.0,3123.0,2,0,0,0,1,0,0,0,0,0,0,Chicago
777,1910.0,139999.0,200.0,139999.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
778,2006.0,430000.0,159.0,430000.0,4.0,4.0,3.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
779,1986.0,839900.0,191.0,839900.0,5.0,4.0,3.0,5357.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
780,1891.0,325000.0,,325000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
